"Row.Labels","Feeding.habits","event_duration_seconds","low_frequency_hertz","high_frequency_hertz","common_name_tags","tag_number","other_tags","event_start_date_australia_brisbane_10_00","event_start_time_australia_brisbane_10_00","listen_url","long","lat","treatment","point_name"
"australian magpie","insectivore",5.7174,281.25,2203.125,"6:Australian Magpie","6","","2017-09-05","07:05:49","http://api.ecosounds.org/listen/463252?start=2250&end=2280",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",3.0506,375,1781.25,"6:Australian Magpie","6","","2017-09-05","06:49:00","http://api.ecosounds.org/listen/463252?start=1260&end=1290",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.2827,187.5,1546.875,"6:Australian Magpie","6","","2017-09-04","09:16:00","http://api.ecosounds.org/listen/463234?start=10020&end=10050",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.5387,609.375,2203.125,"6:Australian Magpie","6","","2017-09-04","08:29:56","http://api.ecosounds.org/listen/463234?start=7230&end=7260",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",1.8346,46.875,1453.125,"6:Australian Magpie","6","","2017-09-04","08:20:02","http://api.ecosounds.org/listen/463234?start=6660&end=6690",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",3.392,281.25,2156.25,"6:Australian Magpie","6","","2017-09-04","07:33:56","http://api.ecosounds.org/listen/463234?start=3870&end=3900",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",8,421.875,2578.125,"6:Australian Magpie","6","","2017-09-04","07:31:03","http://api.ecosounds.org/listen/463234?start=3720&end=3750",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",4.608,609.375,2484.375,"6:Australian Magpie","6","","2017-09-04","07:27:00","http://api.ecosounds.org/listen/463234?start=3480&end=3510",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",3.8613,281.25,1781.25,"6:Australian Magpie","6","","2017-09-04","07:13:20","http://api.ecosounds.org/listen/463234?start=2640&end=2670",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.9227,375,2343.75,"6:Australian Magpie","6","","2017-09-04","07:06:41","http://api.ecosounds.org/listen/463234?start=2250&end=2280",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",4.096,46.875,2812.5,"6:Australian Magpie","6","","2017-09-04","06:50:36","http://api.ecosounds.org/listen/463234?start=1290&end=1320",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.048,281.25,2109.375,"6:Australian Magpie","6","","2017-09-02","07:29:00","http://api.ecosounds.org/listen/463223?start=3480&end=3510",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",4.7573,281.25,2531.25,"6:Australian Magpie","6","","2017-08-30","08:51:42","http://api.ecosounds.org/listen/463247?start=8250&end=8280",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.9866,46.875,3046.875,"6:Australian Magpie","6","","2017-08-30","08:15:44","http://api.ecosounds.org/listen/463247?start=6090&end=6120",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",1.8346,328.125,1921.875,"6:Australian Magpie","6","","2017-08-30","07:36:22","http://api.ecosounds.org/listen/463247?start=3720&end=3750",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",4.5867,0,3843.75,"6:Australian Magpie","6","","2017-08-30","07:32:39","http://api.ecosounds.org/listen/463247?start=3510&end=3540",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",3.2427,468.75,2156.25,"6:Australian Magpie","6","","2017-08-30","07:18:05","http://api.ecosounds.org/listen/463247?start=2640&end=2670",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.4746,234.375,2437.5,"6:Australian Magpie","6","","2017-08-30","07:11:24","http://api.ecosounds.org/listen/463247?start=2220&end=2250",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",3.4347,328.125,1875,"6:Australian Magpie","6","","2017-08-30","06:55:22","http://api.ecosounds.org/listen/463247?start=1260&end=1290",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",5.504,187.5,2484.375,"6:Australian Magpie","6","","2017-08-30","06:48:09","http://api.ecosounds.org/listen/463247?start=840&end=870",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",3.0934,281.25,2015.625,"6:Australian Magpie","6","","2017-08-29","07:12:49","http://api.ecosounds.org/listen/463233?start=2250&end=2280",145.525884,-27.992356,"intermediate","int_growth1"
"australian magpie","insectivore",2.5387,421.875,3234.375,"6:Australian Magpie","6","","2017-09-21","07:11:46","http://api.ecosounds.org/listen/463044?start=3750&end=3780",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",2.0054,375,2812.5,"6:Australian Magpie","6","","2017-09-16","06:36:57","http://api.ecosounds.org/listen/463052?start=1290&end=1320",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",1.92,468.75,2250,"6:Australian Magpie","6","","2017-09-10","07:26:31","http://api.ecosounds.org/listen/463026?start=3870&end=3900",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",1.792,281.25,2062.5,"6:Australian Magpie","6","","2017-09-05","07:30:16","http://api.ecosounds.org/listen/463023?start=3720&end=3750",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",2.7094,281.25,1921.875,"6:Australian Magpie","6","","2017-09-04","06:33:00","http://api.ecosounds.org/listen/463024?start=240&end=270",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",2.5174,562.5,1875,"6:Australian Magpie","6","","2017-09-01","08:18:04","http://api.ecosounds.org/listen/463042?start=6360&end=6390",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",4.032,93.75,2062.5,"6:Australian Magpie","6","","2017-08-30","06:34:21","http://api.ecosounds.org/listen/463021?start=0&end=30",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",3.3707,468.75,2625,"6:Australian Magpie","6","","2017-08-29","08:16:30","http://api.ecosounds.org/listen/463029?start=6090&end=6120",145.528043,-27.984654,"intermediate","int_growth2"
"australian magpie","insectivore",1.024,609.375,5625,"6:Australian Magpie","6","","2017-09-25","06:48:19","http://api.ecosounds.org/listen/462997?start=2640&end=2670",145.537262,-27.956989,"intermediate","int_growth3"
"australian magpie","insectivore",3.4773,421.875,2343.75,"6:Australian Magpie","6","","2017-09-12","07:04:55","http://api.ecosounds.org/listen/463012?start=2670&end=2700",145.537262,-27.956989,"intermediate","int_growth3"
"australian magpie","insectivore",4.9493,140.625,2578.125,"6:Australian Magpie","6","","2017-09-08","08:15:21","http://api.ecosounds.org/listen/463001?start=6660&end=6690",145.537262,-27.956989,"intermediate","int_growth3"
"australian magpie","insectivore",2.816,328.125,2062.5,"6:Australian Magpie","6","","2017-09-04","07:13:02","http://api.ecosounds.org/listen/462999?start=2640&end=2670",145.537262,-27.956989,"intermediate","int_growth3"
"australian magpie","insectivore",3.8613,281.25,1921.875,"6:Australian Magpie","6","","2017-09-25","07:08:12","http://api.ecosounds.org/listen/460874?start=3840&end=3870",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",3.9253,46.875,2015.625,"6:Australian Magpie","6","","2017-09-25","07:50:17","http://api.ecosounds.org/listen/460874?start=6360&end=6390",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",4.544,234.375,1781.25,"6:Australian Magpie","6","","2017-09-25","07:41:23","http://api.ecosounds.org/listen/460874?start=5820&end=5850",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",2.176,93.75,2015.625,"6:Australian Magpie","6","","2017-09-25","06:09:45","http://api.ecosounds.org/listen/460874?start=330&end=360",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",3.264,46.875,3281.25,"6:Australian Magpie","6","","2017-09-21","09:08:10","http://api.ecosounds.org/listen/460876?start=10740&end=10770",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",6.464,468.75,3140.625,"6:Australian Magpie","6","","2017-09-14","08:08:20","http://api.ecosounds.org/listen/460869?start=6660&end=6690",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",2.1973,421.875,2953.125,"6:Australian Magpie","6","","2017-09-14","06:26:41","http://api.ecosounds.org/listen/460869?start=570&end=600",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",4.8213,562.5,2812.5,"6:Australian Magpie","6","","2017-08-29","06:56:04","http://api.ecosounds.org/listen/460863?start=1260&end=1290",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",2.944,46.875,2859.375,"6:Australian Magpie","6","","2017-08-29","06:44:23","http://api.ecosounds.org/listen/460863?start=540&end=570",145.57821,-27.958167,"old","old_mulga1"
"australian magpie","insectivore",6.528,375,3703.125,"6:Australian Magpie","6","","2017-09-25","07:08:30","http://api.ecosounds.org/listen/463133?start=3870&end=3900",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.752,328.125,2296.875,"6:Australian Magpie","6","","2017-09-25","07:02:30","http://api.ecosounds.org/listen/463133?start=3510&end=3540",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.688,468.75,3984.375,"6:Australian Magpie","6","","2017-09-25","06:18:31","http://api.ecosounds.org/listen/463133?start=870&end=900",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.6053,281.25,2531.25,"6:Australian Magpie","6","","2017-09-18","06:50:26","http://api.ecosounds.org/listen/463114?start=2220&end=2250",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",4.6507,750,3046.875,"6:Australian Magpie","6","","2017-09-01","07:54:41","http://api.ecosounds.org/listen/463108?start=4950&end=4980",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.6694,281.25,2437.5,"6:Australian Magpie","6","","2017-09-25","07:26:09","http://api.ecosounds.org/listen/463133?start=4920&end=4950",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",5.696,468.75,2437.5,"6:Australian Magpie","6","","2017-09-21","06:18:47","http://api.ecosounds.org/listen/463104?start=570&end=600",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",7.6374,421.875,2390.625,"6:Australian Magpie","6","","2017-09-18","07:15:08","http://api.ecosounds.org/listen/463114?start=3720&end=3750",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.4986,328.125,2765.625,"6:Australian Magpie","6","","2017-09-18","06:34:52","http://api.ecosounds.org/listen/463114?start=1290&end=1320",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.176,375,2203.125,"6:Australian Magpie","6","","2017-09-18","06:18:03","http://api.ecosounds.org/listen/463114?start=300&end=330",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",1.408,234.375,3046.875,"6:Australian Magpie","6","","2017-09-16","09:02:17","http://api.ecosounds.org/listen/463124?start=10020&end=10050",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",0.9173,656.25,3046.875,"6:Australian Magpie","6","","2017-09-16","07:37:29","http://api.ecosounds.org/listen/463124?start=4920&end=4950",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",4.8426,375,1828.125,"6:Australian Magpie","6","","2017-09-16","06:29:37","http://api.ecosounds.org/listen/463124?start=870&end=900",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.9893,375,3187.5,"6:Australian Magpie","6","","2017-09-12","06:34:09","http://api.ecosounds.org/listen/463130?start=840&end=870",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.0294,609.375,2812.5,"6:Australian Magpie","6","","2017-09-08","07:01:13","http://api.ecosounds.org/listen/463113?start=2220&end=2250",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",1.7067,187.5,1687.5,"6:Australian Magpie","6","","2017-09-08","06:45:12","http://api.ecosounds.org/listen/463113?start=1260&end=1290",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",4.096,46.875,1828.125,"6:Australian Magpie","6","","2017-09-08","06:33:00","http://api.ecosounds.org/listen/463113?start=540&end=570",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",5.248,281.25,4265.625,"6:Australian Magpie","6","","2017-09-08","06:29:13","http://api.ecosounds.org/listen/463113?start=300&end=330",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",4.1814,328.125,2156.25,"6:Australian Magpie","6","","2017-09-07","07:29:01","http://api.ecosounds.org/listen/463140?start=3840&end=3870",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.3893,234.375,3187.5,"6:Australian Magpie","6","","2017-09-07","07:09:31","http://api.ecosounds.org/listen/463140?start=2670&end=2700",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",4.16,468.75,2671.875,"6:Australian Magpie","6","","2017-09-07","06:46:07","http://api.ecosounds.org/listen/463140?start=1260&end=1290",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.008,421.875,1968.75,"6:Australian Magpie","6","","2017-09-05","06:37:49","http://api.ecosounds.org/listen/463131?start=570&end=600",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",1.1094,468.75,2437.5,"6:Australian Magpie","6","","2017-09-02","07:35:08","http://api.ecosounds.org/listen/463123?start=3840&end=3870",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.0267,468.75,2390.625,"6:Australian Magpie","6","","2017-09-01","06:53:27","http://api.ecosounds.org/listen/463108?start=1260&end=1290",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.24,562.5,1921.875,"6:Australian Magpie","6","","2017-09-01","06:46:33","http://api.ecosounds.org/listen/463108?start=870&end=900",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.1573,46.875,1687.5,"6:Australian Magpie","6","","2017-08-30","07:18:43","http://api.ecosounds.org/listen/463111?start=2670&end=2700",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.496,609.375,2812.5,"6:Australian Magpie","6","","2017-08-30","07:11:26","http://api.ecosounds.org/listen/463111?start=2220&end=2250",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.176,375,2625,"6:Australian Magpie","6","","2017-08-30","06:55:48","http://api.ecosounds.org/listen/463111?start=1290&end=1320",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",4.7147,562.5,2156.25,"6:Australian Magpie","6","","2017-08-30","06:48:18","http://api.ecosounds.org/listen/463111?start=840&end=870",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",1.792,0,1453.125,"6:Australian Magpie","6","","2017-08-30","06:43:07","http://api.ecosounds.org/listen/463111?start=540&end=570",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",2.9653,281.25,2109.375,"6:Australian Magpie","6","","2017-08-30","06:39:12","http://api.ecosounds.org/listen/463111?start=300&end=330",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.648,421.875,2343.75,"6:Australian Magpie","6","","2017-08-29","07:33:21","http://api.ecosounds.org/listen/463119?start=3480&end=3510",145.598853,-27.985068,"old","old_mulga2"
"australian magpie","insectivore",3.4773,515.625,2671.875,"6:Australian Magpie","6","","2017-09-16","06:29:53","http://api.ecosounds.org/listen/462946?start=870&end=900",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.9466,515.625,2390.625,"6:Australian Magpie","6","","2017-09-25","08:21:46","http://api.ecosounds.org/listen/462934?start=8250&end=8280",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.072,468.75,2859.375,"6:Australian Magpie","6","","2017-09-25","07:45:07","http://api.ecosounds.org/listen/462934?start=6060&end=6090",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",5.12,93.75,2671.875,"6:Australian Magpie","6","","2017-09-25","07:26:01","http://api.ecosounds.org/listen/462934?start=4920&end=4950",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",2.176,515.625,2109.375,"6:Australian Magpie","6","","2017-09-25","06:18:00","http://api.ecosounds.org/listen/462934?start=840&end=870",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.4986,468.75,1781.25,"6:Australian Magpie","6","","2017-09-25","06:13:04","http://api.ecosounds.org/listen/462934?start=540&end=570",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",4.096,140.625,1875,"6:Australian Magpie","6","","2017-09-24","07:28:34","http://api.ecosounds.org/listen/462938?start=4950&end=4980",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",4.096,562.5,2250,"6:Australian Magpie","6","","2017-09-24","07:08:53","http://api.ecosounds.org/listen/462938?start=3750&end=3780",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",4.032,234.375,1968.75,"6:Australian Magpie","6","","2017-09-21","09:08:35","http://api.ecosounds.org/listen/462947?start=10770&end=10800",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",1.728,1218.75,2765.625,"6:Australian Magpie","6","","2017-09-21","09:08:11","http://api.ecosounds.org/listen/462947?start=10740&end=10770",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",4.5653,187.5,2625,"6:Australian Magpie","6","","2017-09-21","08:56:00","http://api.ecosounds.org/listen/462947?start=10020&end=10050",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",2.0267,515.625,2343.75,"6:Australian Magpie","6","","2017-09-21","08:30:48","http://api.ecosounds.org/listen/462947?start=8490&end=8520",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",5.12,1078.125,2718.75,"6:Australian Magpie","6","","2017-09-21","08:26:35","http://api.ecosounds.org/listen/462947?start=8250&end=8280",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",5.0773,1031.25,2906.25,"6:Australian Magpie","6","","2017-09-21","07:50:09","http://api.ecosounds.org/listen/462947?start=6060&end=6090",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",2.7093,562.5,2062.5,"6:Australian Magpie","6","","2017-09-21","07:07:15","http://api.ecosounds.org/listen/462947?start=3480&end=3510",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",4.0534,421.875,2765.625,"6:Australian Magpie","6","","2017-09-21","06:46:31","http://api.ecosounds.org/listen/462947?start=2250&end=2280",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",5.248,234.375,1453.125,"6:Australian Magpie","6","","2017-09-21","06:23:45","http://api.ecosounds.org/listen/462947?start=870&end=900",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.9467,984.375,2296.875,"6:Australian Magpie","6","","2017-09-21","06:18:08","http://api.ecosounds.org/listen/462947?start=540&end=570",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",0.832,234.375,3515.625,"6:Australian Magpie","6","","2017-09-18","08:37:35","http://api.ecosounds.org/listen/462935?start=8670&end=8700",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",2.0054,234.375,2906.25,"6:Australian Magpie","6","","2017-09-18","08:34:27","http://api.ecosounds.org/listen/462935?start=8460&end=8490",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",1.856,703.125,3375,"6:Australian Magpie","6","","2017-09-18","08:13:00","http://api.ecosounds.org/listen/462935?start=7200&end=7230",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.968,656.25,2203.125,"6:Australian Magpie","6","","2017-09-18","07:59:07","http://api.ecosounds.org/listen/462935?start=6360&end=6390",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",2.176,187.5,1828.125,"6:Australian Magpie","6","","2017-09-18","07:50:54","http://api.ecosounds.org/listen/462935?start=5850&end=5880",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.392,609.375,2015.625,"6:Australian Magpie","6","","2017-09-18","07:17:09","http://api.ecosounds.org/listen/462935?start=3840&end=3870",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.6267,515.625,2250,"6:Australian Magpie","6","","2017-09-18","07:15:26","http://api.ecosounds.org/listen/462935?start=3720&end=3750",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",7.1467,93.75,2343.75,"6:Australian Magpie","6","","2017-09-18","06:34:06","http://api.ecosounds.org/listen/462935?start=1260&end=1290",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",1.5787,468.75,2578.125,"6:Australian Magpie","6","","2017-09-18","06:27:00","http://api.ecosounds.org/listen/462935?start=840&end=870",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",4.0534,375,2250,"6:Australian Magpie","6","","2017-09-18","06:22:08","http://api.ecosounds.org/listen/462935?start=540&end=570",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.3066,187.5,2203.125,"6:Australian Magpie","6","","2017-09-18","06:18:01","http://api.ecosounds.org/listen/462935?start=300&end=330",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",2.2187,421.875,1921.875,"6:Australian Magpie","6","","2017-09-16","08:39:15","http://api.ecosounds.org/listen/462946?start=8640&end=8670",145.557665,-28.007207,"old","old_mulga3"
"australian magpie","insectivore",3.072,281.25,2578.125,"6:Australian Magpie","6","","2017-09-16","08:36:03","http://api.ecosounds.org/listen/462946?start=8460&end=8490",145.557665,-28.007207,"old","old_mulga3"
